time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
1380.000000,2.5499914451,2.5499887462,2.5499791681,2.5499554863,2.5499011588,2.5497757337,2.5495009802,2.5489301104,2.5477232146,2.5453766776,2.5409316231,2.5328147087,2.5187978699,2.4955666414,2.4590048692,2.4042897614,2.3264155873,2.2207854198,2.0846003889,1.9172070244,1.7212295670
1440.000000,2.5499865481,2.5499825779,2.5499686937,2.5499351645,2.5498603097,2.5496926135,2.5493358577,2.5486148933,2.5471347297,2.5443326095,2.5391603964,2.5299496641,2.5144083659,2.4892056110,2.4503198032,2.3931560817,2.3130700210,2.2059258858,2.0693875134,1.9031700424,1.7100118187
1500.000000,2.5499793834,2.5499736845,2.5499540261,2.5499075908,2.5498065501,2.5495865386,2.5491312699,2.5482350498,2.5464452753,2.5431410050,2.5371887435,2.5268352868,2.5097406372,2.4825772969,2.4414346898,2.3819512741,2.2998315541,2.1913685786,2.0546387941,1.8896561221,1.6991671374
1560.000000,2.5499691385,2.5499611403,2.5499339004,2.5498708777,2.5497370290,2.5494533210,2.5488814380,2.5477832768,2.5456467636,2.5417945706,2.5350126829,2.5234738856,2.5048055686,2.4757013843,2.4323749764,2.3707000515,2.2867151334,2.1771081934,2.0403183620,1.8766081605,1.6887982816
1620.000000,2.5499547954,2.5499438005,2.5499067969,2.5498228357,2.5496485551,2.5492884449,2.5485803670,2.5472523050,2.5447315398,2.5402868962,2.5326294147,2.5198687885,2.4996141630,2.4685959325,2.4231621628,2.3594210108,2.2737289874,2.1631371713,2.0264066310,1.8640149731,1.6787896495
1680.000000,2.5499351028,2.5499202747,2.5498709199,2.5497609616,2.5495376048,2.5490871005,2.5482219069,2.5466349768,2.5436924484,2.5386124838,2.5300373295,2.5160244724,2.4941781514,2.4612791001,2.4138174488,2.3481327783,2.2608826720,2.1494509069,2.0128831556,1.8518390910,1.6691771270
1740.000000,2.5499085493,2.5498889022,2.5498241784,2.5496824328,2.5494003344,2.5488442207,2.5477998093,2.5459243038,2.5425228473,2.5367666492,2.5272356932,2.5119458637,2.4885085921,2.4537664130,2.4043565712,2.3368448841,2.2481725062,2.1360278558,1.9997119482,1.8400597907,1.6600367856
1800.000000,2.5498733384,2.5498477288,2.5497641710,2.5495841027,2.5492325928,2.5485545092,2.5473077598,2.5451134738,2.5412165362,2.5347453130,2.5242242597,2.5076378120,2.4826154361,2.4460710414,2.3947921025,2.3255644827,2.2355965524,2.1228580646,1.9868851529,1.8286812605,1.6512689555
1860.000000,2.5498273652,2.5497944868,2.5496881715,2.5494624993,2.5490299351,2.5482124695,2.5467394136,2.5441958812,2.5397677762,2.5325450389,2.5210034381,2.5031056341,2.4765088461,2.4382063835,2.3851376396,2.3143018100,2.2231592756,2.1099406410,1.9743974320,1.8176811649,1.6428482476
1920.000000,2.5497681957,2.5497265763,2.5495931191,2.5493138285,2.5487876435,2.5478124435,2.5460884511,2.5431651955,2.5381713758,2.5301631625,2.5175745215,2.4983555264,2.4701998610,2.4301869911,2.3754089112,2.3030713830,2.2108729119,2.0972862727,1.9622566518,1.8070466590,1.6346201854
1980.000000,2.5496930519,2.5496410540,2.5494756163,2.5491339866,2.5485007607,2.5473486715,2.5453486664,2.5420154851,2.5364228676,2.5275980565,2.5139401002,2.4933951886,2.4637012407,2.4220294502,2.3656240457,2.2918900021,2.1987497059,2.0848976080,1.9504448629,1.7967278422,1.6266449889
2040.000000,2.5495988028,2.5495346277,2.5493319334,2.5489185824,2.5481641321,2.5468153528,2.5445140381,2.5407412737,2.5345184970,2.5248489539,2.5101035304,2.4882325962,2.4570249830,2.4137478226,2.3557959639,2.2807654100,2.1867877495,2.0727585874,1.9389318151,1.7867056865,1.6189442300
2100.000000,2.5494819619,2.5494036571,2.5491580188,2.5486629591,2.5477724410,2.5462066866,2.5435787549,2.5393375214,2.5324551160,2.5219157223,2.5060686014,2.4828756989,2.4501824469,2.4053550429,2.3459365567,2.2697056291,2.1749889288,2.0608647135,1.9277112939,1.7769748147,1.6114426720
2160.000000,2.5493386893,2.5492441594,2.5489495124,2.5483622209,2.5473202465,2.5455169158,2.5425372601,2.5377996634,2.5302302290,2.5187989635,2.5018397946,2.4773330076,2.4431854501,2.3968645808,2.3360585912,2.2587200786,2.1633569407,2.0492125316,1.9167716558,1.7675122479,1.6041538181
2220.000000,2.5491648007,2.5490518212,2.5487017660,2.5480112633,2.5468020241,2.5447403736,2.5413842903,2.5361236253,2.5278419586,2.5154998894,2.4974219838,2.4716129379,2.4360449039,2.3882877777,2.3261709369,2.2478118192,2.1518859213,2.0377853906,1.9060876096,1.7583037408,1.5971491402
2280.000000,2.5489557809,2.5488220141,2.5484098646,2.5476048012,2.5462121965,2.5438715033,2.5401148666,2.5343057587,2.5252888921,2.5120200520,2.4928200448,2.4657233607,2.4287705228,2.3796342525,2.3162807755,2.2369835457,2.1405734050,2.0265780685,1.8956584192,1.7493542611,1.5903122671
2340.000000,2.5487068005,2.5485498140,2.5480686498,2.5471373974,2.5455451635,2.5429048846,2.5387243115,2.5323428518,2.5225701135,2.5083614614,2.4880391790,2.4596723096,2.4213721021,2.3709138245,2.3063958417,2.2262388817,2.1294174905,2.0155824536,1.8854676209,1.7406345735,1.5837090669
2400.000000,2.5484127374,2.5482300234,2.5476727462,2.5466034919,2.5447953311,2.5418352551,2.5372082512,2.5302320998,2.5196851205,2.5045264147,2.4830845845,2.4534673607,2.4138584013,2.3621346651,2.2965217704,2.2155794364,2.1184155236,2.0047933932,1.8755122323,1.7321507173,1.5772675233
2460.000000,2.5480682016,2.5478571978,2.5472165902,2.5459974329,2.5439571418,2.5406575355,2.5355626349,2.5279711233,2.5166338686,2.5005176229,2.4779617750,2.4471163276,2.4062384780,2.3533055769,2.2866654853,2.2050088740,2.1075670013,1.9942054988,1.8657800970,1.7238817063,1.5710472782
2520.000000,2.5476675651,2.5474256765,2.5466944621,2.5453135099,2.5430251054,2.5393668514,2.5337837387,2.5255579430,2.5134166958,2.4963380461,2.4726762447,2.4406266009,2.3985204497,2.3444338303,2.2768317942,2.1945283602,2.0968692216,1.9838135056,1.8562672713,1.7158296093,1.5649711075
2580.000000,2.5472049957,2.5469296166,2.5461005218,2.5445459899,2.5419938337,2.5379585657,2.5318681992,2.5229910310,2.5100344341,2.4919911522,2.4672340393,2.4340063230,2.3907137332,2.3355291440,2.2670299443,2.1841464429,2.0863304951,1.9736260353,1.8469796269,1.7079773159,1.5589683059
2640.000000,2.5466745009,2.5463630384,2.5454288570,2.5436891697,2.5408580997,2.5364283480,2.5298130997,2.5202694202,2.5064885477,2.4874810612,2.4616418147,2.4272641115,2.3828278957,2.3266006291,2.2572669139,2.1738660339,2.0759471864,1.9636290148,1.8378877597,1.7002940704,1.5531684519
2700.000000,2.5460699753,2.5457198723,2.5446735286,2.5427374169,2.5396128634,2.5347721688,2.5276159014,2.5173925239,2.5027807488,2.4828118284,2.4559056071,2.4204071129,2.3748698690,2.3176533365,2.2475441565,2.1636835658,2.0657100496,1.9538090255,1.8289825204,1.6927924025,1.5475037985
2760.000000,2.5453852398,2.5449939967,2.5438286034,2.5416851913,2.5382532777,2.5329862812,2.5252744031,2.5143600911,2.4989130185,2.4779876801,2.4500315801,2.4134427876,2.3668475772,2.3086948337,2.2378683873,2.1536050274,2.0556254081,1.9441748934,1.8202753057,1.6854644632,1.5418915538
2820.000000,2.5446140888,2.5441792853,2.5428882019,2.5405270952,2.5367747445,2.5310672982,2.5227868644,2.5111724192,2.4948879714,2.4730135900,2.4440268366,2.4063798463,2.3587706056,2.2997347216,2.2282483497,2.1436374522,2.0456975706,1.9347259680,1.8117543597,1.6782825270,1.5363591981
2880.000000,2.5437503520,2.5432696683,2.5418465597,2.5392579344,2.5351729741,2.5290122437,2.5201520336,2.5078303240,2.4907086883,2.4678948315,2.4378984345,2.3992263294,2.3506468181,2.2907791906,2.2186868256,2.1337782955,2.0359165391,1.9254426817,1.8033921626,1.6712347076,1.5309874513
2940.000000,2.5427879450,2.5422591814,2.5406980681,2.5378727422,2.5334439797,2.5268184978,2.5173690167,2.5043349000,2.4863783344,2.4626364456,2.4316527693,2.3919891367,2.3424825634,2.2818329424,2.2091860341,2.1240270774,2.0262801028,1.9163245986,1.7951978621,1.6643383796,1.5256605954
3000.000000,2.5417209126,2.5411420061,2.5394373092,2.5363668061,2.5315840969,2.5244838176,2.5144373259,2.5006876498,2.4819004770,2.4572439122,2.4252968396,2.3846761790,2.3342859561,2.2729035853,2.1997524812,2.1143887662,2.0167913572,1.9073719968,1.7871634351,1.6575614757,1.5203919073
3060.000000,2.5405434825,2.5399125235,2.5380591066,2.5347357160,2.5295900286,2.5220063820,2.5113569213,2.4968905107,2.4772790504,2.4517229441,2.4188376465,2.3772949799,2.3260640730,2.2639966383,2.1903890190,2.1048626002,2.0074452891,1.8985753807,1.7792767959,1.6509045835,1.5152132130
3120.000000,2.5392501141,2.5385653593,2.5365585634,2.5329753876,2.5274588464,2.5193847546,2.5081281173,2.4929456756,2.4725180500,2.4460790113,2.4122815105,2.3698517862,2.3178219361,2.2551145624,2.1810941366,2.0954416860,1.9982283215,1.8899139574,1.7715133835,1.6443577668,1.5102168383
3180.000000,2.5378355141,2.5370953949,2.5349310567,2.5310820268,2.5251879076,2.5166177332,2.5047513356,2.4888552173,2.4676209912,2.4403166057,2.4056331386,2.3623504999,2.3095615023,2.2462562705,2.1718629625,2.0861174532,1.9891299690,1.8813806886,1.7638808939,1.6379505747,1.5053299980
3240.000000,2.5362946285,2.5354977546,2.5331722135,2.5290520913,2.5227748039,2.5137043002,2.5012270960,2.4846211970,2.4625912851,2.4344401168,2.3988973602,2.3547957773,2.3012867277,2.2374247494,2.1626977267,2.0768923111,1.9801546844,1.8729841982,1.7563889314,1.6316685466,1.5005048390
3300.000000,2.5346226595,2.5337678230,2.5312779309,2.5268823180,2.5202174092,2.5106437112,2.4975561757,2.4802459198,2.4574325982,2.4284542457,2.3920794260,2.3471928274,2.2930021796,2.2286234017,2.1536003594,2.0677667383,1.9713016867,1.8647216652,1.7490289729,1.6254975995,1.4957558192
3360.000000,2.5328151070,2.5319012870,2.5292444182,2.5245697681,2.5175139282,2.5074355499,2.4937396629,2.4757319749,2.4521488494,2.4223639203,2.3851848078,2.3395471200,2.2847128154,2.2198563275,2.1445740948,2.0587435033,1.9625738434,1.8565960422,1.7418025985,1.6194307203,1.4910098514
3420.000000,2.5308678210,2.5298941876,2.5270682502,2.5221118816,2.5146629567,2.5040797959,2.4897790417,2.4710823462,2.4467443621,2.4161745073,2.3782194920,2.3318647635,2.2764243837,2.2111285100,2.1356228434,2.0498250642,1.9539712068,1.8486026078,1.7346963036,1.6134479443,1.4863262015
3480.000000,2.5287770554,2.5277429734,2.5247464165,2.5195065213,2.5116635140,2.5005768399,2.4856761738,2.4663003357,2.4412236836,2.4098914646,2.3711893731,2.3241515321,2.2681419908,2.2024439234,2.1267491309,2.0410123037,1.9454928851,1.8407389720,1.7277085046,1.6075505520,1.4816318719
3540.000000,2.5265395129,2.5254445434,2.5222763610,2.5167520058,2.5085150701,2.4969275056,2.4814333238,2.4613896093,2.4355916906,2.4035205697,2.3641007136,2.3164137082,2.2598715035,2.1938076378,2.1179568789,2.0323075235,1.9371387524,1.8330011948,1.7208289800,1.6017213041,1.4769761267
3600.000000,2.5241523796,2.5229962792,2.5196560068,2.5138471215,2.5052175359,2.4931330052,2.4770530546,2.4563539912,2.4298532000,2.3970672143,2.3569588931,2.3086559230,2.2516159528,2.1852200850,2.1092427450,2.0237022178,1.9288936842,1.8253670090,1.7140331859,1.5959592498,1.4724462296
3660.000000,2.5216132984,2.5203960119,2.5168837019,2.5107910311,2.5017711151,2.4891947081,2.4725378852,2.4511969809,2.4240123287,2.3905356292,2.3497676056,2.3008806051,2.2433758050,2.1766792029,2.1006018914,2.0151891697,1.9207498811,1.8178329374,1.7073314877,1.5902895539,1.4679681744
3720.000000,2.5189203092,2.5176419586,2.5139581494,2.5075831973,2.4981762290,2.4851140933,2.4678903216,2.4459219528,2.4180730167,2.3839299426,2.3425307440,2.2930910272,2.2351534596,2.1681864685,2.0920351151,2.0067691629,1.9127093554,1.8104034549,1.7007276347,1.5846984660,1.4635343011
