time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
17640,1.232832,1.231394,1.227225,1.220297,1.210685,1.198351,1.183238,1.165368,1.144797,1.121504,1.095439,1.066673,1.035222,1.000901,0.963795,0.923787,0.880778,0.834544,0.784869,0.731345,0.673343
17700,1.229156,1.227721,1.223564,1.216656,1.207070,1.194770,1.179699,1.161878,1.141362,1.118132,1.092136,1.063444,1.032074,0.997839,0.960824,0.920911,0.878000,0.831867,0.782293,0.728868,0.670959
17760,1.225494,1.224063,1.219918,1.213028,1.203469,1.191203,1.176174,1.158401,1.137941,1.114773,1.088845,1.060228,1.028939,0.994789,0.957864,0.918046,0.875233,0.829200,0.779727,0.726400,0.668585
17820,1.221846,1.220420,1.216285,1.209415,1.199883,1.187651,1.172662,1.154938,1.134532,1.111426,1.085567,1.057025,1.025815,0.991751,0.954916,0.915192,0.872476,0.826543,0.777170,0.723942,0.666219
17880,1.218212,1.216790,1.212667,1.205816,1.196310,1.184111,1.169164,1.151488,1.131137,1.108093,1.082302,1.053833,1.022703,0.988724,0.951979,0.912349,0.869730,0.823896,0.774623,0.721493,0.663862
17940,1.214593,1.213174,1.209063,1.202231,1.192751,1.180586,1.165679,1.148051,1.127755,1.104772,1.079049,1.050654,1.019603,0.985709,0.949053,0.909516,0.866995,0.821259,0.772086,0.719054,0.661513
18000,1.210987,1.209573,1.205473,1.198660,1.189206,1.177074,1.162208,1.144628,1.124387,1.101464,1.075809,1.047487,1.016515,0.982705,0.946138,0.906695,0.864270,0.818633,0.769559,0.716623,0.659173
18060,1.207396,1.205985,1.201897,1.195102,1.185675,1.173576,1.158751,1.141218,1.121031,1.098169,1.072581,1.044333,1.013439,0.979713,0.943235,0.903884,0.861555,0.816016,0.767041,0.714202,0.656842
18120,1.203818,1.202411,1.198334,1.191559,1.182157,1.170091,1.155306,1.137821,1.117688,1.094887,1.069366,1.041190,1.010375,0.976733,0.940343,0.901084,0.858851,0.813410,0.764532,0.711789,0.654520
18180,1.200254,1.198851,1.194786,1.188029,1.178652,1.166620,1.151875,1.134437,1.114358,1.091617,1.066162,1.038060,1.007323,0.973764,0.937462,0.898295,0.856157,0.810813,0.762033,0.709386,0.652205
18240,1.196704,1.195305,1.191251,1.184512,1.175162,1.163162,1.148457,1.131066,1.111040,1.088360,1.062972,1.034941,1.004282,0.970806,0.934592,0.895517,0.853473,0.808226,0.759544,0.706992,0.649900
18300,1.193168,1.191773,1.187729,1.181009,1.171685,1.159718,1.145053,1.127708,1.107736,1.085115,1.059793,1.031835,1.001253,0.967860,0.931733,0.892749,0.850800,0.805650,0.757064,0.704607,0.647603
18360,1.189645,1.188254,1.184222,1.177520,1.168221,1.156287,1.141661,1.124363,1.104444,1.081883,1.056627,1.028740,0.998235,0.964925,0.928884,0.889992,0.848137,0.803083,0.754594,0.702231,0.645314
18420,1.186136,1.184749,1.180728,1.174044,1.164770,1.152869,1.138283,1.121031,1.101165,1.078663,1.053473,1.025657,0.995230,0.962001,0.926047,0.887245,0.845484,0.800525,0.752133,0.699864,0.643034
18480,1.182641,1.181257,1.177247,1.170582,1.161333,1.149464,1.134917,1.117712,1.097898,1.075456,1.050331,1.022587,0.992235,0.959089,0.923221,0.884509,0.842841,0.797978,0.749681,0.697505,0.640762
18540,1.179159,1.177779,1.173780,1.167133,1.157909,1.146072,1.131565,1.114405,1.094644,1.072261,1.047201,1.019528,0.989252,0.956187,0.920406,0.881784,0.840209,0.795441,0.747239,0.695156,0.638499
18600,1.175690,1.174314,1.170326,1.163697,1.154499,1.142693,1.128225,1.111112,1.091403,1.069078,1.044083,1.016480,0.986281,0.953297,0.917601,0.879069,0.837586,0.792913,0.744806,0.692815,0.636244
18660,1.172235,1.170863,1.166885,1.160275,1.151101,1.139328,1.124898,1.107830,1.088174,1.065908,1.040977,1.013445,0.983321,0.950418,0.914807,0.876364,0.834974,0.790395,0.742382,0.690484,0.633997
18720,1.168793,1.167425,1.163458,1.156866,1.147717,1.135975,1.121584,1.104562,1.084958,1.062750,1.037883,1.010421,0.980373,0.947550,0.912024,0.873670,0.832371,0.787886,0.739968,0.688161,0.631759
18780,1.165365,1.164000,1.160044,1.153469,1.144346,1.132635,1.118283,1.101306,1.081754,1.059604,1.034801,1.007409,0.977436,0.944693,0.909252,0.870986,0.829779,0.785387,0.737562,0.685847,0.629529
18840,1.161950,1.160588,1.156643,1.150086,1.140987,1.129309,1.114995,1.098063,1.078562,1.056470,1.031731,1.004408,0.974510,0.941847,0.906490,0.868312,0.827197,0.782898,0.735166,0.683542,0.627307
18900,1.158547,1.157190,1.153255,1.146716,1.137642,1.125995,1.111719,1.094832,1.075382,1.053348,1.028673,1.001419,0.971595,0.939012,0.903739,0.865649,0.824624,0.780418,0.732779,0.681245,0.625093
18960,1.155158,1.153804,1.149881,1.143359,1.134309,1.122693,1.108456,1.091614,1.072215,1.050238,1.025626,0.998441,0.968692,0.936188,0.900999,0.862996,0.822062,0.777948,0.730402,0.678957,0.622888
19020,1.151782,1.150432,1.146519,1.140015,1.130989,1.119405,1.105205,1.088408,1.069060,1.047140,1.022591,0.995475,0.965799,0.933375,0.898269,0.860354,0.819509,0.775487,0.728033,0.676678,0.620690
19080,1.148419,1.147073,1.143170,1.136684,1.127682,1.116129,1.101967,1.085214,1.065917,1.044053,1.019568,0.992520,0.962918,0.930572,0.895550,0.857721,0.816966,0.773036,0.725673,0.674407,0.618501
19140,1.145069,1.143726,1.139834,1.133365,1.124388,1.112865,1.098741,1.082032,1.062786,1.040979,1.016557,0.989577,0.960048,0.927781,0.892841,0.855099,0.814433,0.770594,0.723323,0.672145,0.616320
19200,1.141732,1.140393,1.136511,1.130060,1.121107,1.109615,1.095528,1.078863,1.059667,1.037917,1.013557,0.986645,0.957189,0.925000,0.890142,0.852486,0.811910,0.768162,0.720981,0.669892,0.614147
19260,1.138407,1.137072,1.133201,1.126767,1.117838,1.106376,1.092327,1.075706,1.056560,1.034866,1.010568,0.983724,0.954341,0.922230,0.887454,0.849884,0.809397,0.765739,0.718649,0.667647,0.611982
19320,1.135096,1.133764,1.129903,1.123486,1.114581,1.103150,1.089139,1.072561,1.053465,1.031827,1.007591,0.980815,0.951504,0.919470,0.884776,0.847292,0.806893,0.763325,0.716325,0.665410,0.609825
19380,1.131797,1.130468,1.126618,1.120219,1.111337,1.099937,1.085962,1.069429,1.050382,1.028800,1.004626,0.977916,0.948678,0.916721,0.882109,0.844710,0.804399,0.760921,0.714010,0.663182,0.607676
19440,1.128511,1.127186,1.123346,1.116964,1.108106,1.096736,1.082798,1.066308,1.047311,1.025784,1.001672,0.975029,0.945863,0.913983,0.879452,0.842137,0.801914,0.758525,0.711705,0.660963,0.605534
19500,1.125237,1.123916,1.120086,1.113721,1.104887,1.093547,1.079646,1.063199,1.044252,1.022780,0.998729,0.972153,0.943059,0.911255,0.876805,0.839575,0.799439,0.756139,0.709408,0.658752,0.603401
19560,1.121976,1.120658,1.116839,1.110491,1.101680,1.090370,1.076506,1.060102,1.041204,1.019788,0.995797,0.969288,0.940265,0.908538,0.874169,0.837023,0.796974,0.753763,0.707119,0.656549,0.601276
19620,1.118728,1.117413,1.113604,1.107273,1.098486,1.087206,1.073378,1.057017,1.038168,1.016807,0.992877,0.966434,0.937482,0.905831,0.871542,0.834480,0.794518,0.751395,0.704840,0.654355,0.599158
19680,1.115492,1.114181,1.110382,1.104068,1.095304,1.084054,1.070263,1.053944,1.035144,1.013837,0.989968,0.963591,0.934710,0.903135,0.868926,0.831947,0.792071,0.749037,0.702569,0.652169,0.597049
19740,1.112268,1.110961,1.107172,1.100874,1.092134,1.080914,1.067159,1.050883,1.032131,1.010879,0.987070,0.960759,0.931949,0.900449,0.866320,0.829424,0.789634,0.746687,0.700307,0.649992,0.594947
19800,1.109057,1.107753,1.103974,1.097694,1.088976,1.077786,1.064067,1.047833,1.029130,1.007933,0.984184,0.957938,0.929198,0.897774,0.863723,0.826911,0.787207,0.744347,0.698054,0.647822,0.592853
19860,1.105858,1.104558,1.100789,1.094525,1.085831,1.074670,1.060987,1.044795,1.026141,1.004997,0.981308,0.955127,0.926458,0.895109,0.861137,0.824408,0.784789,0.742016,0.695810,0.645661,0.590767
19920,1.102671,1.101374,1.097616,1.091368,1.082697,1.071566,1.057918,1.041769,1.023162,1.002073,0.978444,0.952328,0.923728,0.892454,0.858561,0.821914,0.782380,0.739694,0.693574,0.643508,0.588688
19980,1.099497,1.098204,1.094455,1.088224,1.079576,1.068473,1.054862,1.038755,1.020196,0.999160,0.975590,0.949539,0.921009,0.889809,0.855995,0.819430,0.779981,0.737381,0.691346,0.641363,0.586617
20040,1.096335,1.095045,1.091306,1.085092,1.076466,1.065393,1.051817,1.035752,1.017241,0.996258,0.972748,0.946761,0.918301,0.887175,0.853439,0.816955,0.777590,0.735076,0.689128,0.639227,0.584554
20100,1.093185,1.091898,1.088169,1.081971,1.073369,1.062324,1.048784,1.032760,1.014297,0.993368,0.969916,0.943994,0.915602,0.884550,0.850892,0.814490,0.775209,0.732781,0.686918,0.637099,0.582499
20160,1.090047,1.088763,1.085045,1.078863,1.070283,1.059268,1.045763,1.029780,1.011364,0.990489,0.967096,0.941237,0.912915,0.881936,0.848356,0.812035,0.772838,0.730494,0.684716,0.634978,0.580451
20220,1.086921,1.085641,1.081932,1.075766,1.067209,1.056223,1.042753,1.026812,1.008443,0.987620,0.964286,0.938491,0.910237,0.879332,0.845829,0.809589,0.770475,0.728217,0.682523,0.632866,0.578410
20280,1.083806,1.082530,1.078831,1.072682,1.064147,1.053189,1.039754,1.023855,1.005533,0.984763,0.961487,0.935756,0.907570,0.876738,0.843312,0.807152,0.768122,0.725948,0.680338,0.630762,0.576378
20340,1.080704,1.079431,1.075742,1.069609,1.061097,1.050168,1.036768,1.020909,1.002634,0.981916,0.958699,0.933031,0.904913,0.874154,0.840805,0.804725,0.765778,0.723688,0.678162,0.628666,0.574352
20400,1.077614,1.076345,1.072665,1.066548,1.058058,1.047157,1.033792,1.017974,0.999746,0.979081,0.955921,0.930317,0.902267,0.871580,0.838307,0.802308,0.763443,0.721437,0.675994,0.626578,0.572335
20460,1.074536,1.073270,1.069599,1.063499,1.055031,1.044159,1.030828,1.015051,0.996869,0.976257,0.953155,0.927613,0.899631,0.869016,0.835819,0.799899,0.761116,0.719194,0.673834,0.624497,0.570324
20520,1.071469,1.070206,1.066546,1.060461,1.052015,1.041172,1.027876,1.012139,0.994004,0.973443,0.950398,0.924919,0.897004,0.866462,0.833341,0.797501,0.758799,0.716960,0.671683,0.622425,0.568321
20580,1.068414,1.067155,1.063504,1.057435,1.049012,1.038196,1.024934,1.009238,0.991149,0.970640,0.947653,0.922236,0.894388,0.863917,0.830873,0.795111,0.756491,0.714735,0.669540,0.620361,0.566326
20640,1.065371,1.064115,1.060474,1.054421,1.046019,1.035232,1.022005,1.006349,0.988305,0.967848,0.944918,0.919563,0.891782,0.861383,0.828414,0.792731,0.754192,0.712519,0.667405,0.618304,0.564338
20700,1.062340,1.061087,1.057455,1.051418,1.043038,1.032279,1.019086,1.003470,0.985473,0.965067,0.942193,0.916901,0.889187,0.858858,0.825964,0.790359,0.751902,0.710311,0.665279,0.616256,0.562357
20760,1.059320,1.058070,1.054448,1.048427,1.040069,1.029337,1.016178,1.000603,0.982651,0.962296,0.939479,0.914248,0.886601,0.856343,0.823524,0.787998,0.749621,0.708111,0.663161,0.614215,0.560384
20820,1.056311,1.055065,1.051452,1.045447,1.037111,1.026407,1.013282,0.997746,0.979840,0.959536,0.936776,0.911606,0.884025,0.853838,0.821093,0.785645,0.747348,0.705920,0.661051,0.612182,0.558418
20880,1.053315,1.052071,1.048468,1.042478,1.034164,1.023488,1.010396,0.994900,0.977039,0.956787,0.934083,0.908974,0.881459,0.851343,0.818672,0.783301,0.745085,0.703738,0.658949,0.610157,0.556460
20940,1.050329,1.049089,1.045495,1.039521,1.031228,1.020580,1.007522,0.992066,0.974250,0.954048,0.931400,0.906353,0.878903,0.848857,0.816260,0.780967,0.742830,0.701564,0.656856,0.608140,0.554508
21000,1.047355,1.046119,1.042534,1.036576,1.028304,1.017683,1.004659,0.989242,0.971471,0.951319,0.928728,0.903741,0.876357,0.846381,0.813858,0.778641,0.740584,0.699399,0.654770,0.606130,0.552564
21060,1.044393,1.043159,1.039584,1.033641,1.025391,1.014798,1.001807,0.986429,0.968703,0.948602,0.926065,0.901140,0.873820,0.843914,0.811465,0.776325,0.738347,0.697242,0.652693,0.604128,0.550627
21120,1.041441,1.040211,1.036645,1.030718,1.022489,1.011923,0.998965,0.983627,0.965945,0.945894,0.923414,0.898548,0.871294,0.841457,0.809081,0.774018,0.736118,0.695093,0.650623,0.602133,0.548697
21180,1.038501,1.037274,1.033718,1.027806,1.019598,1.009059,0.996135,0.980835,0.963198,0.943197,0.920772,0.895967,0.868777,0.839010,0.806706,0.771719,0.733898,0.692953,0.648562,0.600147,0.546775
21240,1.035573,1.034349,1.030802,1.024905,1.016718,1.006207,0.993315,0.978054,0.960462,0.940511,0.918140,0.893395,0.866270,0.836571,0.804341,0.769430,0.731687,0.690821,0.646508,0.598167,0.544859
21300,1.032655,1.031435,1.027896,1.022015,1.013850,1.003365,0.990507,0.975284,0.957736,0.937834,0.915519,0.890833,0.863773,0.834143,0.801985,0.767149,0.729484,0.688698,0.644463,0.596196,0.542951
21360,1.029749,1.028531,1.025002,1.019136,1.010992,1.000534,0.987709,0.972525,0.955021,0.935168,0.912908,0.888282,0.861285,0.831724,0.799638,0.764877,0.727290,0.686582,0.642425,0.594232,0.541049
21420,1.026854,1.025639,1.022119,1.016268,1.008145,0.997714,0.984921,0.969776,0.952316,0.932513,0.910306,0.885740,0.858807,0.829314,0.797300,0.762615,0.725105,0.684475,0.640396,0.592275,0.539155
21480,1.023969,1.022758,1.019247,1.013411,1.005309,0.994905,0.982145,0.967038,0.949621,0.929867,0.907715,0.883208,0.856339,0.826913,0.794971,0.760360,0.722928,0.682376,0.638374,0.590326,0.537268
21540,1.021096,1.019888,1.016387,1.010565,1.002484,0.992106,0.979379,0.964310,0.946937,0.927232,0.905134,0.880685,0.853880,0.824522,0.792651,0.758115,0.720759,0.680286,0.636360,0.588385,0.535388
21600,1.018234,1.017029,1.013536,1.007730,0.999670,0.989319,0.976623,0.961592,0.944263,0.924606,0.902563,0.878173,0.851430,0.822140,0.790340,0.755879,0.718599,0.678203,0.634354,0.586451,0.533514
21660,1.015383,1.014181,1.010697,1.004906,0.996866,0.986542,0.973878,0.958885,0.941599,0.921991,0.900001,0.875670,0.848990,0.819767,0.788039,0.753651,0.716448,0.676129,0.632356,0.584524,0.531648
21720,1.012542,1.011344,1.007869,1.002093,0.994073,0.983775,0.971144,0.956189,0.938946,0.919386,0.897450,0.873177,0.846560,0.817404,0.785746,0.751432,0.714305,0.674062,0.630365,0.582605,0.529789
21780,1.009713,1.008517,1.005052,0.999290,0.991291,0.981019,0.968420,0.953502,0.936302,0.916791,0.894908,0.870693,0.844138,0.815049,0.783462,0.749221,0.712170,0.672004,0.628383,0.580693,0.527936
21840,1.006894,1.005701,1.002245,0.996498,0.988520,0.978274,0.965707,0.950826,0.933669,0.914206,0.892376,0.868219,0.841727,0.812704,0.781187,0.747019,0.710043,0.669954,0.626408,0.578789,0.526090
21900,1.004086,1.002897,0.999449,0.993717,0.985759,0.975539,0.963004,0.948161,0.931046,0.911631,0.889854,0.865754,0.839324,0.810368,0.778920,0.744826,0.707925,0.667912,0.624440,0.576891,0.524252
21960,1.001289,1.000102,0.996663,0.990946,0.983008,0.972815,0.960311,0.945505,0.928433,0.909066,0.887341,0.863299,0.836931,0.808041,0.776663,0.742641,0.705815,0.665877,0.622481,0.575001,0.522420
22020,0.998502,0.997319,0.993889,0.988186,0.980269,0.970101,0.957628,0.942860,0.925830,0.906510,0.884838,0.860854,0.834547,0.805723,0.774414,0.740465,0.703713,0.663851,0.620529,0.573119,0.520595
22080,0.995726,0.994546,0.991125,0.985437,0.977539,0.967397,0.954956,0.940225,0.923237,0.903965,0.882345,0.858418,0.832173,0.803414,0.772175,0.738297,0.701620,0.661833,0.618584,0.571243,0.518776
22140,0.992961,0.991784,0.988371,0.982698,0.974820,0.964704,0.952294,0.937600,0.920654,0.901429,0.879862,0.855991,0.829807,0.801114,0.769943,0.736138,0.699535,0.659822,0.616647,0.569375,0.516965
22200,0.990206,0.989032,0.985628,0.979969,0.972112,0.962021,0.949643,0.934985,0.918081,0.898903,0.877388,0.853574,0.827451,0.798823,0.767721,0.733987,0.697458,0.657820,0.614718,0.567514,0.515160
22260,0.987462,0.986291,0.982895,0.977251,0.969414,0.959348,0.947001,0.932380,0.915518,0.896387,0.874923,0.851166,0.825104,0.796541,0.765507,0.731845,0.695389,0.655825,0.612796,0.565660,0.513361
22320,0.984728,0.983560,0.980173,0.974543,0.966726,0.956686,0.944370,0.929785,0.912965,0.893880,0.872468,0.848767,0.822766,0.794267,0.763302,0.729711,0.693328,0.653838,0.610882,0.563814,0.511570
22380,0.982005,0.980840,0.977462,0.971846,0.964048,0.954034,0.941748,0.927200,0.910421,0.891383,0.870023,0.846378,0.820436,0.792003,0.761105,0.727585,0.691275,0.651859,0.608975,0.561974,0.509785
22440,0.979292,0.978130,0.974760,0.969159,0.961381,0.951392,0.939137,0.924624,0.907887,0.888895,0.867587,0.843998,0.818116,0.789747,0.758917,0.725468,0.689230,0.649888,0.607076,0.560141,0.508007
22500,0.976589,0.975430,0.972069,0.966482,0.958724,0.948760,0.936536,0.922059,0.905363,0.886418,0.865160,0.841627,0.815805,0.787500,0.756738,0.723358,0.687193,0.647924,0.605184,0.558316,0.506235
22560,0.973897,0.972741,0.969388,0.963815,0.956077,0.946138,0.933944,0.919504,0.902849,0.883949,0.862743,0.839265,0.813503,0.785262,0.754567,0.721257,0.685165,0.645968,0.603299,0.556498,0.504470
22620,0.971215,0.970061,0.966718,0.961159,0.953440,0.943526,0.931363,0.916958,0.900344,0.881491,0.860335,0.836912,0.811210,0.783032,0.752404,0.719165,0.683144,0.644020,0.601422,0.554686,0.502711
22680,0.968543,0.967393,0.964057,0.958512,0.950813,0.940924,0.928791,0.914422,0.897849,0.879041,0.857936,0.834569,0.808926,0.780811,0.750250,0.717080,0.681131,0.642079,0.599552,0.552882,0.500959
22740,0.965882,0.964734,0.961407,0.955876,0.948196,0.938332,0.926230,0.911896,0.895364,0.876601,0.855547,0.832234,0.806650,0.778599,0.748104,0.715004,0.679126,0.640146,0.597689,0.551084,0.499214
22800,0.963230,0.962085,0.958767,0.953250,0.945589,0.935750,0.923678,0.909380,0.892888,0.874171,0.853166,0.829909,0.804384,0.776395,0.745967,0.712936,0.677129,0.638221,0.595834,0.549294,0.497475
22860,0.960589,0.959447,0.956137,0.950634,0.942992,0.933177,0.921135,0.906873,0.890421,0.871749,0.850795,0.827592,0.802126,0.774200,0.743838,0.710876,0.675139,0.636303,0.593986,0.547510,0.495742
22920,0.957958,0.956819,0.953517,0.948028,0.940406,0.930615,0.918603,0.904375,0.887964,0.869338,0.848433,0.825284,0.799877,0.772013,0.741717,0.708823,0.673158,0.634392,0.592145,0.545733,0.494016
22980,0.955336,0.954200,0.950907,0.945432,0.937829,0.928062,0.916080,0.901888,0.885516,0.866935,0.846080,0.822986,0.797637,0.769835,0.739605,0.706779,0.671184,0.632490,0.590312,0.543964,0.492296
23040,0.952725,0.951592,0.948307,0.942845,0.935261,0.925520,0.913567,0.899410,0.883078,0.864542,0.843737,0.820696,0.795405,0.767666,0.737501,0.704743,0.669218,0.630594,0.588485,0.542201,0.490583
23100,0.950124,0.948994,0.945717,0.940269,0.932704,0.922987,0.911064,0.896941,0.880649,0.862157,0.841402,0.818415,0.793182,0.765505,0.735405,0.702715,0.667260,0.628706,0.586666,0.540444,0.488876
23160,0.947532,0.946405,0.943137,0.937702,0.930156,0.920463,0.908570,0.894482,0.878230,0.859782,0.839076,0.816143,0.790968,0.763352,0.733317,0.700695,0.665309,0.626826,0.584854,0.538695,0.487175
23220,0.944951,0.943826,0.940566,0.935146,0.927618,0.917949,0.906086,0.892032,0.875820,0.857417,0.836759,0.813880,0.788762,0.761208,0.731237,0.698683,0.663366,0.624953,0.583049,0.536952,0.485481
23280,0.942379,0.941258,0.938006,0.932599,0.925090,0.915445,0.903611,0.889592,0.873419,0.855060,0.834452,0.811625,0.786565,0.759072,0.729166,0.696679,0.661431,0.623087,0.581251,0.535216,0.483793
23340,0.939818,0.938699,0.935455,0.930061,0.922572,0.912951,0.901145,0.887161,0.871027,0.852712,0.832153,0.809379,0.784376,0.756944,0.727102,0.694682,0.659504,0.621229,0.579460,0.533487,0.482111
23400,0.937265,0.936149,0.932914,0.927534,0.920063,0.910466,0.898689,0.884739,0.868644,0.850374,0.829863,0.807142,0.782196,0.754824,0.725047,0.692694,0.657584,0.619378,0.577676,0.531765,0.480435
23460,0.934723,0.933610,0.930382,0.925016,0.917563,0.907990,0.896243,0.882327,0.866271,0.848044,0.827581,0.804914,0.780024,0.752713,0.723000,0.690713,0.655671,0.617534,0.575900,0.530049,0.478766
23520,0.932191,0.931080,0.927860,0.922507,0.915074,0.905524,0.893806,0.879924,0.863907,0.845723,0.825309,0.802694,0.777861,0.750610,0.720960,0.688740,0.653766,0.615697,0.574130,0.528340,0.477103
23580,0.929668,0.928560,0.925348,0.920008,0.912593,0.903067,0.891378,0.877530,0.861552,0.843411,0.823045,0.800483,0.775706,0.748516,0.718929,0.686775,0.651869,0.613868,0.572367,0.526637,0.475446
23640,0.927154,0.926049,0.922846,0.917519,0.910122,0.900620,0.888959,0.875145,0.859205,0.841109,0.820790,0.798280,0.773559,0.746429,0.716906,0.684817,0.649979,0.612046,0.570611,0.524941,0.473795
23700,0.924650,0.923548,0.920353,0.915039,0.907661,0.898182,0.886550,0.872769,0.856868,0.838815,0.818544,0.796086,0.771421,0.744351,0.714890,0.682867,0.648096,0.610231,0.568862,0.523252,0.472150
23760,0.922156,0.921057,0.917869,0.912569,0.905209,0.895753,0.884150,0.870403,0.854540,0.836529,0.816307,0.793900,0.769291,0.742280,0.712883,0.680925,0.646221,0.608424,0.567120,0.521569,0.470511
23820,0.919671,0.918575,0.915395,0.910108,0.902766,0.893334,0.881759,0.868045,0.852221,0.834253,0.814078,0.791723,0.767169,0.740218,0.710883,0.678991,0.644353,0.606623,0.565384,0.519893,0.468879
23880,0.917196,0.916102,0.912930,0.907657,0.900333,0.890924,0.879377,0.865697,0.849910,0.831985,0.811857,0.789554,0.765056,0.738164,0.708891,0.677064,0.642493,0.604830,0.563656,0.518223,0.467252
23940,0.914730,0.913639,0.910475,0.905215,0.897909,0.888523,0.877005,0.863357,0.847609,0.829727,0.809646,0.787394,0.762951,0.736118,0.706907,0.675144,0.640640,0.603043,0.561934,0.516560,0.465632
24000,0.912274,0.911185,0.908029,0.902782,0.895494,0.886131,0.874641,0.861027,0.845316,0.827476,0.807442,0.785241,0.760854,0.734079,0.704931,0.673232,0.638794,0.601264,0.560219,0.514903,0.464018
24060,0.909827,0.908741,0.905593,0.900358,0.893089,0.883749,0.872287,0.858705,0.843032,0.825235,0.805248,0.783098,0.758765,0.732049,0.702962,0.671328,0.636956,0.599492,0.558511,0.513252,0.462409
24120,0.907389,0.906306,0.903165,0.897944,0.890692,0.881375,0.869941,0.856393,0.840757,0.823002,0.803061,0.780962,0.756684,0.730027,0.701001,0.669431,0.635125,0.597727,0.556810,0.511608,0.460807
24180,0.904960,0.903880,0.900747,0.895539,0.888305,0.879011,0.867605,0.854089,0.838491,0.820778,0.800884,0.778835,0.754611,0.728012,0.699048,0.667542,0.633301,0.595969,0.555115,0.509971,0.459210
24240,0.902541,0.901463,0.898339,0.893143,0.885927,0.876656,0.865277,0.851794,0.836233,0.818562,0.798714,0.776716,0.752547,0.726006,0.697102,0.665660,0.631484,0.594217,0.553427,0.508340,0.457620
24300,0.900131,0.899056,0.895939,0.890756,0.883558,0.874309,0.862958,0.849508,0.833985,0.816355,0.796553,0.774606,0.750490,0.724007,0.695164,0.663785,0.629675,0.592473,0.551746,0.506715,0.456035
24360,0.897730,0.896658,0.893549,0.888378,0.881198,0.871972,0.860649,0.847230,0.831744,0.814156,0.794401,0.772503,0.748442,0.722016,0.693234,0.661918,0.627872,0.590736,0.550071,0.505096,0.454456
24420,0.895339,0.894269,0.891167,0.886010,0.878847,0.869643,0.858348,0.844962,0.829513,0.811966,0.792256,0.770409,0.746401,0.720033,0.691311,0.660058,0.626077,0.589005,0.548403,0.503484,0.452883
24480,0.892956,0.891889,0.888795,0.883650,0.876505,0.867324,0.856055,0.842702,0.827289,0.809784,0.790120,0.768322,0.744368,0.718057,0.689396,0.658206,0.624289,0.587281,0.546742,0.501878,0.451316
24540,0.890582,0.889518,0.886432,0.881299,0.874172,0.865013,0.853772,0.840451,0.825075,0.807611,0.787992,0.766244,0.742344,0.716090,0.687489,0.656361,0.622508,0.585565,0.545087,0.500278,0.449755
24600,0.888218,0.887156,0.884077,0.878958,0.871847,0.862711,0.851497,0.838208,0.822869,0.805446,0.785873,0.764174,0.740327,0.714130,0.685588,0.654523,0.620734,0.583855,0.543439,0.498685,0.448199
24660,0.885862,0.884803,0.881732,0.876625,0.869532,0.860418,0.849231,0.835974,0.820671,0.803289,0.783761,0.762112,0.738318,0.712177,0.683696,0.652692,0.618967,0.582151,0.541797,0.497097,0.446650
24720,0.883516,0.882459,0.879396,0.874301,0.867226,0.858134,0.846974,0.833748,0.818482,0.801140,0.781658,0.760058,0.736316,0.710232,0.681810,0.650869,0.617207,0.580455,0.540162,0.495516,0.445106
24780,0.881178,0.880124,0.877068,0.871986,0.864928,0.855858,0.844725,0.831531,0.816301,0.799000,0.779563,0.758012,0.734323,0.708295,0.679933,0.649053,0.615454,0.578765,0.538533,0.493942,0.443567
24840,0.878850,0.877798,0.874750,0.869680,0.862639,0.853591,0.842485,0.829323,0.814129,0.796868,0.777476,0.755973,0.732337,0.706366,0.678062,0.647244,0.613708,0.577082,0.536911,0.492373,0.442035
24900,0.876530,0.875481,0.872440,0.867383,0.860359,0.851333,0.840254,0.827123,0.811965,0.794745,0.775397,0.753943,0.730359,0.704444,0.676199,0.645442,0.611969,0.575406,0.535295,0.490810,0.440508
24960,0.874219,0.873172,0.870139,0.865094,0.858087,0.849083,0.838031,0.824931,0.809809,0.792629,0.773326,0.751921,0.728389,0.702529,0.674343,0.643647,0.610236,0.573736,0.533685,0.489254,0.438987
25020,0.871917,0.870873,0.867847,0.862814,0.855824,0.846842,0.835816,0.822748,0.807661,0.790522,0.771263,0.749906,0.726426,0.700622,0.672494,0.641859,0.608511,0.572073,0.532082,0.487703,0.437471
25080,0.869623,0.868582,0.865563,0.860543,0.853570,0.844610,0.833610,0.820573,0.805522,0.788423,0.769208,0.747899,0.724471,0.698723,0.670653,0.640079,0.606792,0.570417,0.530485,0.486159,0.435961
25140,0.867338,0.866300,0.863288,0.858280,0.851324,0.842386,0.831413,0.818407,0.803391,0.786331,0.767161,0.745900,0.722524,0.696830,0.668819,0.638305,0.605081,0.568767,0.528895,0.484621,0.434457
25200,0.865062,0.864026,0.861022,0.856026,0.849087,0.840170,0.829224,0.816249,0.801268,0.784248,0.765122,0.743909,0.720584,0.694946,0.666992,0.636539,0.603376,0.567124,0.527311,0.483088,0.432958
