time_s,radius_cm,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm,surface_temperature_K
106140,1.201033,323.1924,323.1927,323.1935,323.1950,323.1970,323.1996,323.2029,323.2067,323.2109,323.2153,323.2192,323.2219,323.2216,,,,,,,,,323.2216
106200,1.201000,323.1978,323.1980,323.1987,323.1998,323.2012,323.2028,323.2045,323.2058,323.2065,323.2058,323.2028,323.1966,323.1853,,,,,,,,,323.1852
106260,1.201000,323.2003,323.2004,323.2005,323.2008,323.2009,323.2008,323.2001,323.1985,323.1956,323.1910,323.1841,323.1745,323.1615,,,,,,,,,323.1613
106320,1.201000,323.1995,323.1995,323.1993,323.1989,323.1983,323.1975,323.1964,323.1951,323.1940,323.1935,323.1949,323.1999,323.2119,,,,,,,,,323.2120
106380,1.201000,323.1983,323.1983,323.1981,323.1979,323.1976,323.1974,323.1972,323.1973,323.1976,323.1982,323.1990,323.1991,323.1971,,,,,,,,,323.1971
106440,1.201000,323.1979,323.1979,323.1978,323.1978,323.1978,323.1978,323.1979,323.1981,323.1985,323.1990,323.1998,323.2011,323.2034,,,,,,,,,323.2034
106500,1.201000,323.1975,323.1974,323.1973,323.1971,323.1968,323.1962,323.1952,323.1936,323.1908,323.1862,323.1786,323.1660,323.1455,,,,,,,,,323.1452
106560,1.201000,323.1952,323.1951,323.1947,323.1940,323.1929,323.1914,323.1893,323.1867,323.1834,323.1800,323.1770,323.1759,323.1795,,,,,,,,,323.1796
106620,1.201000,323.1918,323.1917,323.1912,323.1903,323.1892,323.1876,323.1858,323.1836,323.1811,323.1782,323.1748,323.1703,323.1635,,,,,,,,,323.1634
106680,1.201000,323.1887,323.1885,323.1881,323.1875,323.1867,323.1857,323.1848,323.1842,323.1841,323.1853,323.1886,323.1956,323.2090,,,,,,,,,323.2092
106740,1.201000,323.1870,323.1869,323.1867,323.1864,323.1861,323.1857,323.1854,323.1849,323.1842,323.1827,323.1796,323.1729,323.1593,,,,,,,,,323.1591
106800,1.201000,323.1858,323.1858,323.1856,323.1854,323.1850,323.1846,323.1841,323.1837,323.1834,323.1836,323.1852,323.1895,323.1996,,,,,,,,,323.1997
106860,1.201000,323.1849,323.1848,323.1847,323.1844,323.1840,323.1835,323.1827,323.1816,323.1797,323.1766,323.1711,323.1613,323.1437,,,,,,,,,323.1434
106920,1.201000,323.1831,323.1831,323.1828,323.1823,323.1816,323.1807,323.1796,323.1783,323.1770,323.1762,323.1768,323.1807,323.1912,,,,,,,,,323.1913
106980,1.201000,323.1804,323.1802,323.1798,323.1789,323.1776,323.1756,323.1726,323.1682,323.1614,323.1508,323.1338,323.1060,323.0601,,,,,,,,,323.0595
107040,1.201000,323.1734,323.1730,323.1718,323.1696,323.1663,323.1616,323.1552,323.1465,323.1353,323.1214,323.1050,323.0875,323.0717,,,,,,,,,323.0716
107100,1.201000,323.1623,323.1618,323.1602,323.1575,323.1536,323.1486,323.1425,323.1356,323.1283,323.1215,323.1166,323.1155,323.1209,,,,,,,,,323.1210
107160,1.201000,323.1506,323.1500,323.1483,323.1455,323.1414,323.1360,323.1291,323.1202,323.1086,323.0929,323.0706,323.0372,322.9852,,,,,,,,,322.9846
107220,1.201000,323.1371,323.1365,323.1345,323.1313,323.1268,323.1210,323.1139,323.1060,323.0980,323.0913,323.0889,323.0963,323.1227,,,,,,,,,323.1231
107280,1.201000,323.1254,323.1249,323.1234,323.1211,323.1180,323.1143,323.1104,323.1066,323.1031,323.1002,323.0973,323.0927,323.0823,,,,,,,,,323.0821
107340,1.201000,323.1172,323.1168,323.1158,323.1141,323.1119,323.1092,323.1060,323.1025,323.0986,323.0943,323.0895,323.0841,323.0785,,,,,,,,,323.0785
107400,1.201000,323.1109,323.1106,323.1098,323.1084,323.1066,323.1043,323.1017,323.0988,323.0957,323.0925,323.0896,323.0871,323.0857,,,,,,,,,323.0857
107460,1.201000,323.1069,323.1068,323.1064,323.1058,323.1053,323.1050,323.1053,323.1069,323.1107,323.1181,323.1314,323.1539,323.1909,,,,,,,,,323.1913
107520,1.201000,323.1092,323.1094,323.1100,323.1113,323.1135,323.1171,323.1226,323.1307,323.1425,323.1588,323.1809,323.2096,323.2458,,,,,,,,,323.2462
107580,1.201000,323.1184,323.1188,323.1203,323.1228,323.1265,323.1315,323.1377,323.1449,323.1524,323.1588,323.1617,323.1567,323.1368,,,,,,,,,323.1365
107640,1.201000,323.1286,323.1290,323.1304,323.1327,323.1358,323.1396,323.1441,323.1492,323.1548,323.1613,323.1699,323.1829,323.2055,,,,,,,,,323.2058
107700,1.201000,323.1372,323.1375,323.1386,323.1404,323.1428,323.1457,323.1488,323.1518,323.1542,323.1549,323.1523,323.1434,323.1228,,,,,,,,,323.1225
107760,1.201000,323.1416,323.1417,323.1421,323.1425,323.1429,323.1427,323.1416,323.1389,323.1336,323.1247,323.1107,323.0902,323.0613,,,,,,,,,323.0610
107820,1.201000,323.1395,323.1393,323.1388,323.1377,323.1360,323.1334,323.1295,323.1243,323.1176,323.1096,323.1010,323.0935,323.0896,,,,,,,,,323.0896
107880,1.201000,323.1340,323.1337,323.1329,323.1316,323.1298,323.1275,323.1250,323.1226,323.1209,323.1208,323.1239,323.1320,323.1481,,,,,,,,,323.1483
107940,1.201000,323.1303,323.1302,323.1299,323.1294,323.1288,323.1285,323.1286,323.1294,323.1315,323.1351,323.1405,323.1476,323.1558,,,,,,,,,323.1559
108000,1.201000,323.1308,323.1309,323.1311,323.1316,323.1326,323.1342,323.1367,323.1405,323.1462,323.1543,323.1658,323.1819,323.2050,,,,,,,,,323.2053
108060,1.201000,323.1356,323.1358,323.1367,323.1381,323.1403,323.1435,323.1476,323.1531,323.1597,323.1676,323.1763,323.1848,323.1915,,,,,,,,,323.1916
108120,1.201000,323.1426,323.1429,323.1440,323.1457,323.1480,323.1511,323.1548,323.1589,323.1631,323.1671,323.1701,323.1714,323.1697,,,,,,,,,323.1697
108180,1.201000,323.1482,323.1484,323.1490,323.1500,323.1511,323.1521,323.1527,323.1522,323.1497,323.1441,323.1334,323.1151,323.0851,,,,,,,,,323.0847
108240,1.201000,323.1487,323.1486,323.1485,323.1481,323.1472,323.1458,323.1434,323.1397,323.1347,323.1283,323.1211,323.1146,323.1118,,,,,,,,,323.1118
108300,1.201000,323.1446,323.1444,323.1436,323.1423,323.1403,323.1375,323.1336,323.1284,323.1216,323.1126,323.1007,323.0845,323.0610,,,,,,,,,323.0607
108360,1.201000,323.1379,323.1376,323.1366,323.1349,323.1326,323.1297,323.1262,323.1225,323.1190,323.1168,323.1178,323.1249,323.1435,,,,,,,,,323.1438
108420,1.201000,323.1320,323.1317,323.1309,323.1297,323.1280,323.1260,323.1237,323.1211,323.1181,323.1141,323.1081,323.0976,323.0780,,,,,,,,,323.0777
108480,1.201000,323.1259,323.1256,323.1246,323.1229,323.1205,323.1171,323.1123,323.1057,323.0966,323.0839,323.0662,323.0415,323.0073,,,,,,,,,323.0069
108540,1.201000,323.1167,323.1162,323.1148,323.1124,323.1089,323.1043,323.0984,323.0913,323.0834,323.0753,323.0685,323.0658,323.0719,,,,,,,,,323.0720
108600,1.201000,323.1070,323.1066,323.1053,323.1033,323.1005,323.0972,323.0935,323.0899,323.0869,323.0850,323.0852,323.0878,323.0933,,,,,,,,,323.0933
108660,1.201000,323.1004,323.1002,323.0994,323.0982,323.0967,323.0951,323.0935,323.0923,323.0918,323.0920,323.0934,323.0958,323.0991,,,,,,,,,323.0992
108720,1.201000,323.0973,323.0972,323.0969,323.0965,323.0960,323.0956,323.0955,323.0958,323.0968,323.0986,323.1015,323.1058,323.1120,,,,,,,,,323.1120
108780,1.201000,323.0970,323.0970,323.0971,323.0973,323.0976,323.0983,323.0993,323.1010,323.1035,323.1070,323.1118,323.1181,323.1265,,,,,,,,,323.1266
108840,1.201000,323.0991,323.0992,323.0996,323.1003,323.1013,323.1029,323.1050,323.1079,323.1116,323.1165,323.1226,323.1302,323.1397,,,,,,,,,323.1398
108900,1.201000,323.1025,323.1026,323.1031,323.1039,323.1050,323.1063,323.1078,323.1091,323.1100,323.1096,323.1067,323.0994,323.0846,,,,,,,,,323.0844
108960,1.201000,323.1054,323.1055,323.1059,323.1066,323.1076,323.1089,323.1107,323.1132,323.1170,323.1231,323.1335,323.1515,323.1830,,,,,,,,,323.1835
109020,1.201000,323.1104,323.1107,323.1116,323.1131,323.1155,323.1189,323.1238,323.1305,323.1396,323.1518,323.1676,323.1873,323.2106,,,,,,,,,323.2108
109080,1.201000,323.1188,323.1192,323.1205,323.1226,323.1256,323.1295,323.1342,323.1396,323.1449,323.1491,323.1504,323.1456,323.1298,,,,,,,,,323.1296
109140,1.201000,323.1261,323.1264,323.1272,323.1286,323.1302,323.1320,323.1336,323.1344,323.1339,323.1313,323.1260,323.1175,323.1058,,,,,,,,,323.1056
109200,1.201000,323.1288,323.1288,323.1290,323.1292,323.1292,323.1288,323.1278,323.1258,323.1225,323.1176,323.1108,323.1020,323.0909,,,,,,,,,323.0908
109260,1.201000,323.1275,323.1274,323.1271,323.1265,323.1256,323.1244,323.1226,323.1204,323.1178,323.1152,323.1131,323.1127,323.1156,,,,,,,,,323.1156
109320,1.201000,323.1252,323.1251,323.1248,323.1244,323.1238,323.1232,323.1227,323.1226,323.1232,323.1252,323.1293,323.1364,323.1479,,,,,,,,,323.1481
109380,1.201000,323.1253,323.1253,323.1255,323.1259,323.1266,323.1279,323.1301,323.1336,323.1390,323.1473,323.1593,323.1766,323.2013,,,,,,,,,323.2016
109440,1.201000,323.1285,323.1287,323.1292,323.1301,323.1314,323.1330,323.1348,323.1365,323.1373,323.1358,323.1294,323.1138,323.0819,,,,,,,,,323.0815
109500,1.201000,323.1315,323.1316,323.1320,323.1326,323.1335,323.1346,323.1361,323.1382,323.1415,323.1473,323.1584,323.1796,323.2199,,,,,,,,,323.2204
109560,1.201000,323.1359,323.1362,323.1369,323.1382,323.1402,323.1431,323.1471,323.1525,323.1595,323.1682,323.1782,323.1878,323.1934,,,,,,,,,323.1935
109620,1.201000,323.1422,323.1424,323.1433,323.1447,323.1467,323.1491,323.1517,323.1541,323.1556,323.1552,323.1510,323.1407,323.1205,,,,,,,,,323.1202
109680,1.201000,323.1462,323.1463,323.1468,323.1474,323.1481,323.1487,323.1491,323.1490,323.1482,323.1468,323.1453,323.1450,323.1485,,,,,,,,,323.1486
109740,1.201000,323.1473,323.1473,323.1473,323.1474,323.1473,323.1470,323.1463,323.1451,323.1433,323.1404,323.1358,323.1288,323.1172,,,,,,,,,323.1170
109800,1.201000,323.1464,323.1464,323.1462,323.1460,323.1455,323.1450,323.1443,323.1437,323.1433,323.1437,323.1459,323.1515,323.1636,,,,,,,,,323.1638
109860,1.201000,323.1456,323.1455,323.1454,323.1453,323.1451,323.1448,323.1446,323.1442,323.1438,323.1428,323.1407,323.1359,323.1259,,,,,,,,,323.1257
109920,1.201000,323.1449,323.1449,323.1448,323.1447,323.1446,323.1444,323.1443,323.1444,323.1448,323.1459,323.1485,323.1541,323.1651,,,,,,,,,323.1652
109980,1.201000,323.1450,323.1450,323.1451,323.1452,323.1454,323.1457,323.1461,323.1468,323.1476,323.1485,323.1490,323.1482,323.1446,,,,,,,,,323.1446
110040,1.201000,323.1452,323.1452,323.1452,323.1452,323.1451,323.1449,323.1444,323.1434,323.1417,323.1387,323.1338,323.1260,323.1141,,,,,,,,,323.1140
110100,1.201000,323.1442,323.1441,323.1439,323.1435,323.1429,323.1421,323.1409,323.1394,323.1377,323.1359,323.1346,323.1347,323.1382,,,,,,,,,323.1383
110160,1.201000,323.1424,323.1423,323.1420,323.1416,323.1410,323.1403,323.1394,323.1384,323.1374,323.1363,323.1351,323.1335,323.1309,,,,,,,,,323.1308
110220,1.201000,323.1407,323.1406,323.1404,323.1400,323.1395,323.1389,323.1382,323.1373,323.1364,323.1355,323.1346,323.1339,323.1336,,,,,,,,,323.1336
110280,1.201000,323.1392,323.1392,323.1390,323.1387,323.1382,323.1376,323.1369,323.1361,323.1350,323.1338,323.1322,323.1302,323.1272,,,,,,,,,323.1272
110340,1.201000,323.1384,323.1384,323.1383,323.1383,323.1383,323.1385,323.1390,323.1402,323.1425,323.1467,323.1541,323.1666,323.1873,,,,,,,,,323.1876
110400,1.201000,323.1398,323.1399,323.1402,323.1408,323.1417,323.1430,323.1449,323.1475,323.1507,323.1544,323.1579,323.1599,323.1578,,,,,,,,,323.1578
110460,1.201000,323.1433,323.1435,323.1441,323.1451,323.1466,323.1488,323.1517,323.1556,323.1609,323.1681,323.1785,323.1937,323.2172,,,,,,,,,323.2175
110520,1.201000,323.1485,323.1488,323.1495,323.1507,323.1525,323.1547,323.1573,323.1599,323.1622,323.1630,323.1605,323.1516,323.1307,,,,,,,,,323.1304
110580,1.201000,323.1524,323.1525,323.1530,323.1536,323.1544,323.1553,323.1560,323.1563,323.1561,323.1556,323.1550,323.1559,323.1610,,,,,,,,,323.1611
110640,1.201000,323.1543,323.1544,323.1546,323.1550,323.1554,323.1559,323.1565,323.1572,323.1581,323.1594,323.1612,323.1636,323.1666,,,,,,,,,323.1667
110700,1.201000,323.1561,323.1562,323.1565,323.1570,323.1577,323.1588,323.1603,323.1625,323.1657,323.1703,323.1770,323.1869,323.2016,,,,,,,,,323.2018
110760,1.201000,323.1592,323.1593,323.1598,323.1607,323.1619,323.1636,323.1657,323.1684,323.1715,323.1748,323.1777,323.1791,323.1771,,,,,,,,,323.1771
110820,1.201000,323.1629,323.1631,323.1636,323.1645,323.1657,323.1672,323.1691,323.1713,323.1737,323.1764,323.1795,323.1834,323.1889,,,,,,,,,323.1890
110880,1.201000,323.1665,323.1667,323.1672,323.1681,323.1692,323.1707,323.1726,323.1747,323.1772,323.1800,323.1831,323.1865,323.1899,,,,,,,,,323.1899
110940,1.201000,323.1706,323.1708,323.1714,323.1725,323.1741,323.1763,323.1792,323.1832,323.1887,323.1963,323.2071,323.2229,323.2465,,,,,,,,,323.2468
111000,1.201000,323.1763,323.1766,323.1775,323.1790,323.1811,323.1839,323.1874,323.1915,323.1961,323.2006,323.2038,323.2038,323.1969,,,,,,,,,323.1968
111060,1.201000,323.1818,323.1820,323.1827,323.1838,323.1851,323.1867,323.1881,323.1892,323.1892,323.1877,323.1837,323.1763,323.1646,,,,,,,,,323.1645
111120,1.201000,323.1836,323.1836,323.1836,323.1836,323.1832,323.1823,323.1804,323.1770,323.1714,323.1625,323.1492,323.1297,323.1015,,,,,,,,,323.1011
111180,1.201000,323.1797,323.1794,323.1786,323.1772,323.1749,323.1716,323.1668,323.1604,323.1520,323.1414,323.1289,323.1149,323.1008,,,,,,,,,323.1007
111240,1.201000,323.1725,323.1722,323.1712,323.1695,323.1672,323.1645,323.1615,323.1588,323.1573,323.1588,323.1656,323.1816,323.2129,,,,,,,,,323.2134
111300,1.201000,323.1680,323.1679,323.1674,323.1668,323.1661,323.1655,323.1654,323.1658,323.1670,323.1686,323.1697,323.1680,323.1588,,,,,,,,,323.1586
111360,1.201000,323.1667,323.1667,323.1666,323.1665,323.1664,323.1664,323.1665,323.1668,323.1673,323.1680,323.1692,323.1715,323.1764,,,,,,,,,323.1765
111420,1.201000,323.1674,323.1675,323.1677,323.1681,323.1688,323.1699,323.1716,323.1744,323.1786,323.1851,323.1949,323.2098,323.2323,,,,,,,,,323.2325
111480,1.201000,323.1715,323.1717,323.1724,323.1737,323.1757,323.1787,323.1828,323.1883,323.1957,323.2052,323.2172,323.2315,323.2480,,,,,,,,,323.2482
111540,1.201000,323.1789,323.1792,323.1804,323.1823,323.1852,323.1890,323.1939,323.1998,323.2068,323.2146,323.2227,323.2305,323.2368,,,,,,,,,323.2369
111600,1.201000,323.1874,323.1878,323.1890,323.1910,323.1937,323.1972,323.2013,323.2058,323.2107,323.2154,323.2196,323.2226,323.2238,,,,,,,,,323.2238
111660,1.201000,323.1946,323.1949,323.1958,323.1973,323.1991,323.2013,323.2036,323.2057,323.2072,323.2075,323.2059,323.2013,323.1923,,,,,,,,,323.1922
111720,1.201000,323.1986,323.1987,323.1991,323.1997,323.2004,323.2009,323.2011,323.2006,323.1991,323.1964,323.1919,323.1855,323.1769,,,,,,,,,323.1768
111780,1.201000,323.1995,323.1995,323.1995,323.1995,323.1995,323.1993,323.1989,323.1985,323.1982,323.1983,323.1997,323.2038,323.2127,,,,,,,,,323.2128
111840,1.201000,323.1996,323.1996,323.1996,323.1996,323.1997,323.1999,323.2002,323.2008,323.2016,323.2029,323.2044,323.2058,323.2063,,,,,,,,,323.2063
111900,1.201000,323.1996,323.1996,323.1996,323.1995,323.1994,323.1991,323.1985,323.1974,323.1953,323.1917,323.1854,323.1751,323.1581,,,,,,,,,323.1579
111960,1.201000,323.1980,323.1979,323.1975,323.1969,323.1960,323.1946,323.1926,323.1899,323.1864,323.1820,323.1770,323.1721,323.1686,,,,,,,,,323.1686
112020,1.201000,323.1950,323.1949,323.1944,323.1937,323.1928,323.1916,323.1903,323.1892,323.1884,323.1887,323.1910,323.1965,323.2073,,,,,,,,,323.2074
112080,1.201000,323.1930,323.1929,323.1927,323.1924,323.1920,323.1916,323.1913,323.1912,323.1913,323.1915,323.1913,323.1900,323.1856,,,,,,,,,323.1855
112140,1.201000,323.1913,323.1912,323.1909,323.1904,323.1896,323.1883,323.1863,323.1833,323.1786,323.1712,323.1596,323.1417,323.1140,,,,,,,,,323.1136
112200,1.201000,323.1873,323.1871,323.1864,323.1852,323.1835,323.1811,323.1780,323.1742,323.1699,323.1656,323.1626,323.1632,323.1719,,,,,,,,,323.1720
112260,1.201000,323.1820,323.1818,323.1810,323.1797,323.1779,323.1756,323.1727,323.1691,323.1649,323.1595,323.1522,323.1414,323.1238,,,,,,,,,323.1236
112320,1.201000,323.1767,323.1765,323.1758,323.1747,323.1731,323.1713,323.1693,323.1674,323.1661,323.1663,323.1696,323.1786,323.1979,,,,,,,,,323.1982
112380,1.201000,323.1736,323.1735,323.1732,323.1727,323.1722,323.1718,323.1717,323.1720,323.1729,323.1744,323.1761,323.1769,323.1744,,,,,,,,,323.1743
112440,1.201000,323.1736,323.1736,323.1738,323.1741,323.1747,323.1758,323.1778,323.1809,323.1858,323.1935,323.2054,323.2242,323.2540,,,,,,,,,323.2544
112500,1.201000,323.1763,323.1764,323.1768,323.1775,323.1784,323.1795,323.1806,323.1811,323.1801,323.1758,323.1648,323.1417,323.0969,,,,,,,,,323.0963
112560,1.201000,323.1758,323.1757,323.1754,323.1746,323.1733,323.1710,323.1672,323.1612,323.1522,323.1395,323.1225,323.1016,323.0784,,,,,,,,,323.0782
112620,1.201000,323.1687,323.1683,323.1671,323.1649,323.1615,323.1567,323.1502,323.1417,323.1311,323.1181,323.1028,323.0854,323.0662,,,,,,,,,323.0659
112680,1.201000,323.1578,323.1572,323.1557,323.1530,323.1493,323.1445,323.1387,323.1324,323.1260,323.1205,323.1176,323.1197,323.1306,,,,,,,,,323.1308
112740,1.201000,323.1486,323.1483,323.1472,323.1455,323.1434,323.1411,323.1391,323.1380,323.1385,323.1418,323.1489,323.1614,323.1807,,,,,,,,,323.1810
112800,1.201000,323.1438,323.1436,323.1430,323.1420,323.1408,323.1392,323.1372,323.1344,323.1300,323.1223,323.1085,323.0837,323.0397,,,,,,,,,323.0391
112860,1.201000,323.1384,323.1381,323.1373,323.1358,323.1336,323.1307,323.1267,323.1218,323.1159,323.1095,323.1041,323.1028,323.1115,,,,,,,,,323.1117
112920,1.201000,323.1327,323.1324,323.1317,323.1306,323.1291,323.1275,323.1260,323.1252,323.1257,323.1288,323.1356,323.1480,323.1679,,,,,,,,,323.1681
112980,1.201000,323.1306,323.1306,323.1305,323.1305,323.1307,323.1313,323.1326,323.1350,323.1387,323.1441,323.1510,323.1590,323.1669,,,,,,,,,323.1670
113040,1.201000,323.1326,323.1327,323.1331,323.1339,323.1350,323.1367,323.1390,323.1420,323.1456,323.1499,323.1546,323.1593,323.1637,,,,,,,,,323.1637
113100,1.201000,323.1374,323.1376,323.1384,323.1398,323.1420,323.1451,323.1494,323.1553,323.1637,323.1754,323.1923,323.2171,323.2543,,,,,,,,,323.2548
113160,1.201000,323.1458,323.1463,323.1476,323.1499,323.1532,323.1577,323.1635,323.1706,323.1789,323.1879,323.1961,323.2011,323.1984,,,,,,,,,323.1983
113220,1.201000,323.1556,323.1560,323.1573,323.1596,323.1626,323.1664,323.1708,323.1755,323.1802,323.1846,323.1881,323.1907,323.1926,,,,,,,,,323.1926
113280,1.201000,323.1634,323.1637,323.1647,323.1662,323.1682,323.1705,323.1729,323.1750,323.1765,323.1768,323.1752,323.1707,323.1619,,,,,,,,,323.1617
113340,1.201000,323.1681,323.1683,323.1688,323.1696,323.1707,323.1719,323.1732,323.1744,323.1756,323.1772,323.1795,323.1839,323.1925,,,,,,,,,323.1926
113400,1.201000,323.1704,323.1705,323.1707,323.1710,323.1713,323.1715,323.1713,323.1704,323.1683,323.1640,323.1562,323.1423,323.1180,,,,,,,,,323.1177
113460,1.201000,323.1703,323.1703,323.1702,323.1700,323.1698,323.1694,323.1689,323.1686,323.1689,323.1709,323.1766,323.1894,323.2158,,,,,,,,,323.2161
113520,1.201000,323.1714,323.1715,323.1718,323.1724,323.1735,323.1753,323.1782,323.1827,323.1896,323.1998,323.2141,323.2335,323.2586,,,,,,,,,323.2589
113580,1.201000,323.1767,323.1770,323.1779,323.1795,323.1818,323.1850,323.1893,323.1945,323.2006,323.2069,323.2122,323.2146,323.2105,,,,,,,,,323.2104
113640,1.201000,323.1841,323.1845,323.1855,323.1874,323.1900,323.1934,323.1978,323.2031,323.2096,323.2177,323.2284,323.2434,323.2660,,,,,,,,,323.2663
113700,1.201000,323.1927,323.1932,323.1944,323.1966,323.1996,323.2037,323.2088,323.2150,323.2224,323.2310,323.2404,323.2501,323.2585,,,,,,,,,323.2586
113760,1.201000,323.2022,323.2027,323.2040,323.2063,323.2094,323.2135,323.2185,323.2244,323.2312,323.2387,323.2470,323.2561,323.2662,,,,,,,,,323.2663
113820,1.201000,323.2109,323.2113,323.2124,323.2142,323.2166,323.2194,323.2224,323.2250,323.2267,323.2263,323.2221,323.2115,323.1905,,,,,,,,,323.1902
113880,1.201000,323.2153,323.2155,323.2158,323.2163,323.2167,323.2166,323.2157,323.2135,323.2091,323.2020,323.1912,323.1763,323.1567,,,,,,,,,323.1565
113940,1.201000,323.2139,323.2138,323.2134,323.2125,323.2112,323.2091,323.2061,323.2019,323.1964,323.1898,323.1825,323.1753,323.1698,,,,,,,,,323.1698
114000,1.201000,323.2093,323.2091,323.2084,323.2073,323.2057,323.2036,323.2011,323.1985,323.1962,323.1946,323.1948,323.1980,323.2061,,,,,,,,,323.2062
114060,1.201000,323.2050,323.2048,323.2042,323.2032,323.2019,323.2002,323.1982,323.1958,323.1927,323.1886,323.1826,323.1728,323.1562,,,,,,,,,323.1560
114120,1.201000,323.2005,323.2003,323.1997,323.1986,323.1970,323.1950,323.1923,323.1891,323.1852,323.1807,323.1759,323.1716,323.1691,,,,,,,,,323.1691
114180,1.201000,323.1954,323.1951,323.1943,323.1930,323.1911,323.1886,323.1853,323.1810,323.1756,323.1686,323.1592,323.1463,323.1277,,,,,,,,,323.1275
114240,1.201000,323.1888,323.1885,323.1875,323.1859,323.1835,323.1804,323.1764,323.1715,323.1658,323.1594,323.1526,323.1464,323.1423,,,,,,,,,323.1423
114300,1.201000,323.1824,323.1821,323.1813,323.1800,323.1783,323.1764,323.1745,323.1731,323.1729,323.1751,323.1813,323.1939,323.2168,,,,,,,,,323.2171
114360,1.201000,323.1800,323.1799,323.1798,323.1798,323.1800,323.1807,323.1824,323.1856,323.1907,323.1985,323.2094,323.2238,323.2416,,,,,,,,,323.2418
114420,1.201000,323.1827,323.1829,323.1835,323.1845,323.1862,323.1886,323.1919,323.1961,323.2014,323.2074,323.2136,323.2189,323.2216,,,,,,,,,323.2216
114480,1.201000,323.1885,323.1888,323.1897,323.1912,323.1934,323.1964,323.2003,323.2052,323.2113,323.2189,323.2287,323.2416,323.2599,,,,,,,,,323.2601
114540,1.201000,323.1955,323.1959,323.1968,323.1985,323.2008,323.2038,323.2072,323.2111,323.2149,323.2180,323.2192,323.2165,323.2062,,,,,,,,,323.2061
